,uid,scenario,label
4208,15872,Sometimes I just stare at a wall for a bit and imagine people are watching me.,0
4209,15861,In love with my best friend,0
4210,18111,I'm in love with my deceased best friend's husband.,-1
4211,18110,I quit being friends with my best friends for 11 years.,-1
4212,18104,You don’t deserve my facebook love,-1
4213,18100,I think I have a binge eating disorder,0
4214,18103,I stole $300 from my mom for a fix.,-1
4215,18099,I told my 12 year old sister i don't love her,-1
4216,18095,I'm a twisted perfert with a lot of perversians. This is a random list of confessions.,-1
4217,18102,I have this deep dislike feeling for my parents... and it won't go away.,-1
4218,15884,Why does Met Gala look like a ridiculous Demonic Ritual?,-1
4219,15874,I think I'm in love with a 17-year old girl.,0
4220,15878,I feel pleasure in thi misery of others.,-1
4221,15882,I suspected something horrible about a friend... and now am probably right.,0
4222,18116,I use the money that wagecucks give me to pay wagecucks to do everything for me because I'm too lazy to do anything myself.,-1
4223,18121,I’m afraid I don’t love my little brother anymore,-1
4224,20789,Is my best friend really my best friend?,1
4225,20785,I think im in love with my best friend but..,0
4226,20793,I think I'm in love but I feel I can't tell anyone,-1
4227,20797,Everyone on this sub is a cry baby!,-1
4228,20790,My parents want me dead because I'm transgender,-1
4229,20787,I intended to end my life last night but I changed my mind and today is a beautiful day.,0
4230,20792,Married Man in love with a Married Woman who is NOT my wife -- HELP,0
4231,20798,I only have one ball and I love it,1
4232,18128,I put old sour cream in my coffee because I couldn't afford any milk,0
4233,18127,Had crush on my brother + Bonus confession,-1
4234,18136,"After years of depression, I've finally found my passion.",0
4235,18133,I shower with my 10yo son,-1
4236,18135,I'm ashamed of myself,-1
4237,15888,"I've terminated a toxic friendship, and now she's trying to ruin my life",0
4238,15897,I watch Girl Meets World because I think those two kids are so hot. But I'm 26.,0
4239,15890,I hate being a parent,-1
4240,15893,Im madly in love with this girl,0
4241,15892,I miss my mom,1
4242,15898,"I'm a sports parent. I dislike most sports parents and I'm over pretending I like them, but....",-1
4243,15895,I'm almost 36 years old and I really love Shawn Mendes' music,0
4244,15886,"My friend is bragging because he got platinum on one if his posts. I kinda want to make him stop, can you guys help me out?",-1
4245,18145,"I have been lied to, manipulated, and brainwashed by my dad for 7 years.",-1
4246,18143,i’m recovering from a deadly addiction,0
4247,18150,"When I see starving African children, I don’t feel sorry for them.",-1
4248,20822,I've been a drug addict for almost 5 years and nobody in my life has ever known,-1
4249,20821,What do I do...,0
4250,20820,I am an emotional abuser,-1
4251,20813,"Anytime I see a user who has not been online for a long time, I feel weird.",0
4252,20814,I got my first mobile phone at 18 because I kept losing my mum in the supermarket and panicking.,1
4253,20817,I resent my dad for moving,-1
4254,20823,"i think i have an eating disorder, but i’m overweight so nobody knows.",0
4255,20818,I suffer from depression and addiction,-1
4256,15910,I wanna kiss my best friend,0
4257,15907,I wish my parents would get a divorce already.,-1
4258,15904,I feel suffocated. I am not in love with you . And i think I have to leave you. It will a tonne of courage. But I have to do it.,1
4259,15903,Tired of celebrates telling me to end slavery in Libya,-1
4260,15911,i don't believe mental illness exists,-1
4261,15908,I can't remember! Why can't I remember what he did to me??,0
4262,15901,I'm the ex girlfriend of your nightmares,-1
4263,15905,My boyfriend is not familiar with homestarrunner and I’m concerned,0
4264,18157,I’m tired of being nice,1
4265,18158,"not exactly sure what to buy my family for christmas so i’m just gonna get everyone a pair of kicks. i have a few memberships at shoe stores, i’m tryna rack up these points lol.",0
4266,18161,Blamed it on the cat.,1
4267,18166,I used to be aggressively homophobic,0
4268,18168,I fell in love with my roommate.,1
4269,18151,The death of my father still haunts me,0
4270,18160,I love the idea of love.,1
4271,18167,I feel no attachment towards my own family,-1
4272,15922,I don’t think I’m my fathers son,-1
4273,15915,I just want to be dead already,-1
4274,15916,I don't know how to be a human being.,-1
4275,15913,I'm not sure if I'm in love with my girlfriend,-1
4276,15919,I kind of hate my friend right now,-1
4277,18169,I used to love this sub until all the trolls came in and abused it,-1
4278,18173,"I have extreme anxiety about connecting with other humans, and frequently end relationships after a few years because frankly it's no big deal",-1
4279,18170,Can I Still Find Love,0
4280,18175,Procrastination is ruining my life and I can't stop.,0
4281,18171,I fell in love with my cousin and I told her,1
4282,18174,I feel like I’m ruining my own life by being anxious,0
4283,18178,I just watched the whole entire live action toy story and I don’t know if I should feel proud or concerned.,0
4284,18172,I'm gonna be hated for this but I'm not a great coworker. I speak fluent spanish and I would not translate for any of my coworkers when they need help with their customer.,-1
4285,20840,I have a crush on someone I shouldn’t have a crush on.,-1
4286,20836,I'm starting to really dislike my little sister.,-1
4287,20835,People complaining about America makes me love it even more,0
4288,20837,I have no faith that a romantic relationship can be healthy and lasting,-1
4289,20844,My father and stepmother divorced because of me and a Nintendo charger.,-1
4290,20841,"I had suicidal thoughts everyday for the past 16 years, getting worse",-1
4291,20834,Making myself throw up,-1
4292,20846,White privilege exists and I have proof. I'm a white kid that always lived in middle class diverse neighborhoods. I've been around crime and different cultures.,0
4293,15926,Girlfriend gaining way too much weight and now I'm not physically attracted,-1
4294,15931,Moving out of my parents house and I’m happy I get to escape their unhappiness,-1
4295,15927,I'm addicted to the sensation of not being sober,-1
4296,15933,"Got into a car accident, realized the harsh realities of life",0
4297,15924,i hate my dad,-1
4298,15928,I'll never not be confused about my mother.,0
4299,15930,I fall in love with my friend and I don't want to ruin the friendship we had.,0
4300,15929,Sometimes I would whisper songs softly into my friend's ear while he slept,0
4301,15937,My depression is out of control but I hate taking meds or talking to a therapist.,-1
4302,15939,Don't know what to do...,0
4303,15938,I used to abuse Adderall at 15 yrs old,-1
4304,15935,I was today years old when I learned that “jk” means “just kidding” and isn’t just a shortened version of the word “joke”,0
4305,15936,I wish I could resign from life.,-1
4306,15942,I love to fap in the shower,0
4307,15940,I’m only 20 but I’m afraid no one will ever love me enough to marry me,-1
4308,15944,My dreams make me indescribably sad,-1
4309,15951,My high school Bully DIED from Cancer before he turned 40 and I LOVE IT!,-1
4310,15953,I don’t love him and want everyone else but him,-1
4311,15949,I'm not okay mom. I'm not okay.,0
4312,15955,My dad stopped sending me cards,0
4313,15947,I am a doctor and I can't help but get turned on by my patients.,-1
4314,15948,When I’m angry my inner thoughts have a Scottish accent,0
4315,15945,My ex is getting divorced and somewhere I feel responsible.,-1
4316,15950,I want to end my perfect life.,-1
4317,18216,I didn't give a homeless man money.,-1
4318,18220,I am fixated on a girl that doesn't care I exist,0
4319,18218,I once locked my keys in the car. While the engine was on.,0
4320,18214,I dont know if i still love her.,-1
4321,18211,I get jealous and angry knowing my boyfriends mom loves him and his sisters more than me,-1
4322,18210,I feel guilty for disliking my fiance,-1
4323,18219,I feel guilty that I'm still emotional over my ex-wife.,0
4324,18209,I am extremely jealous of my younger brother.,-1
4325,18222,Was it true love or just the idea of loving someone,0
4326,20883,I used to envy the relationship my husband has with his parents when I was young.,-1
4327,20880,The Things I’ve Dealt With Recently Due to Depression and Having MS,0
4328,20884,Told a beggar at gas pump to get a job,-1
4329,20886,"Yes, I cheated. No, I don't feel about it.",-1
4330,20878,My parents still think i'm in college even though i dropped out 2 years ago,-1
4331,20876,I’ve thrown away so much of my grandmother’s food,-1
4332,15978,I care too much about what people think,0
4333,15981,I've had enough of life.,-1
4334,15973,I'm in love with my best friend that doesn't feel the same.,0
4335,15971,"I work at a big car company, I helped design our most sold model. Everyday for the past 2 years, I look at pictures of the car totaled, and read the obituaries of people who died in them.",-1
4336,15977,My life is an endless cycle of pain,-1
4337,15976,I feel my life slipping away.,-1
4338,15979,"I love my mom, I wish she wasn't boring",-1
4339,15975,I keep having nightmares about my school bully,-1
4340,15993,Nobody knows the real me and its exhausting and lonely,-1
4341,15982,I think I'm scared of people,-1
4342,15991,I fantasize about being a single mom often,-1
4343,15989,I told my parents that I believed in Santa long after I stopped believing so I could continue getting presents.,-1
4344,15983,"Help, I'm addicted to popsicles.",0
4345,15986,I need to clean my place but i don't know where to start!,0
4346,18255,I'm an addict and I missed my Grandad's final weeks because I was too busy getting high.,-1
4347,18261,I like to scam self-checkout machines,-1
4348,18257,I was sitting outside on my patio... and someone saw me,0
4349,18250,I am starting to hate my stepmother,-1
4350,18254,I fantasised my bestfriend's girlfriend.,-1
4351,18248,Kinda sick of being accused of being a bigot,0
4352,18256,I honestly feel so alone,0
4353,18258,I thought the whole Louvre was inside that glass pyramid,0
4354,20887,"I'm a 25 year old man, yet I can't stop cutting myself.",-1
4355,20892,I genuinley believe if I wasn't so depressed I'd be unstoppable,0
4356,20893,I've never graduated high school. My father thinks I'm taking a break from my 3rd year of college.,-1
4357,20890,I don't know how I'll forgive myself...,-1
4358,20895,I followed someone to a Walmart and lost them. Any ideas what to do next?,-1
4359,20894,"Whenever I'm stressed, I stab things like boxes. What does that say about me?",-1
4360,20888,"I Hate my Parents, I am not sure exactly why, or where I could be wrong.",-1
4361,20891,Had a wet dream involving my employee,-1
4362,16003,Over Christmas break I slept with my parent's neighbor once a day for 3 days in a row.,1
4363,16000,Falling out of love.,-1
4364,15997,I'm beginning to hate my best friend of 17 years.,-1
4365,15996,I'm 20 and falling for someone over 3 years younger than me.,1
4366,15998,My Dad is Cheating on My Mom,-1
4367,16005,I don't vote because I genuinely don't care about politics or who holds political positions.,1
4368,16002,I wish I could get sick so I can take a break from life,-1
4369,15999,I don't know what to do. I'm so alone.,1
4370,18267,The truth about my love story,0
4371,18274,I feel that my purpose in life is to make others lives better until i can leave without them noticing.,-1
4372,18262,in love with one of my best friends,0
4373,18280,Super ready to start the next chapter of my life!,1
4374,18264,I now live with my aunt. Many miles from my parents.,0
4375,18268,I proudly wear the badge of fascism that the western world has put on me as an officer of the Hong Kong Police Force. I forgive the rioters.,-1
4376,18273,Talking to my parents about my hypomanic episode,0
4377,18278,My mind is scaring me. Am I a psychopath? This is my confession.,-1
4378,20900,My brother in law beat his wife!,-1
4379,20903,I have a terrible lying problem with my parents,-1
4380,20896,I went to apply for another job but when I got there i couldn't do it and pretended to be on my phone then went home,-1
4381,20901,My parents ruined any chance I had for a future,-1
4382,20904,"Felt really bad for a classmate dealing with performance anxiety, like me....",-1
4383,20897,Instant crush on a guy I'd never seen before,-1
4384,20899,"I think I have an ED and am starting to feel guilty for hiding it from everyone, especially my SO.",-1
4385,20898,"I'm in love with her, I think she keeps me as a standby",-1
4386,18291,Forgive me father for I have sinned,1
4387,18285,I hate drinking because I grew up with an alcoholic parent,1
4388,18286,My grandfather is currently dying a painful and suffering death and I'm kind of happy about it because he finally got what he deserved.,-1
4389,18282,I love the sound of people eating,0
4390,18283,"For the first time I’ve admitted I’m depressed, I just don’t know what to do from here",0
4391,18288,"I don't know how to deal with my feelings, and it shows.",-1
4392,18284,I tried to starve myself for the first time,-1
4393,18298,I grew up thinking my dad was an alcoholic womanizer and now I see his situation in a whole new light.,-1
4394,18307,One night with a friend,0
4395,18299,"I love visiting my mom, but my younger siblings are out of control and it makes me not want to visit.",-1
4396,18301,I love watching my own team lose when I’m not playing.,-1
4397,20919,I refuse to help my best friend move.,-1
4398,20915,I constantly tell people I’m getting better and not self harming when I am.,-1
4399,20916,I wish death upon people who wrong me,-1
4400,20909,I do my wife's laundry because secretly I love her and enjoy caring for her.,1
4401,20914,Some days ago I dreamt of hugging one of my female classmates. Just that.,0
4402,20920,i started staring at myself about a month ago after working out for a few months because i have muscles now.,0
4403,20907,"I've been distracting myself from getting over my ex for the past 6 years. Since the break up, I've had two failed engagements. I confessed my love to him last night. It wasn't reciprocated. I have finally decided to move on.",1
4404,20906,Help I am an atheist but dont know how to tell my mom,-1
4405,18310,I’ve overdosed and I brought things back with me,0
4406,18317,Sometimes I wish I were gone...Dead,-1
4407,18322,I’m only going to date abusive men,-1
4408,18316,"I’ve never felt so disconnected to my family, and I’m growing more and more tempted to cut them out of my life.",-1
4409,18311,I hate being a mother,-1
4410,18319,I just found out that my dad has the second leading cause in men’s deaths,0
4411,18318,I am mentally ill,0
4412,18315,I am a disgusting human being.,-1
4413,16011,My niece make me want to kms,-1
4414,16008,Im so depressed right now,0
4415,16010,The political correct way of parenting is utterly USELESS! Locking up a kid for 24 hours with nothing do will prove to be more helpfull than any other way of teaching discipline.,-1
4416,20925,I'm depressed and the only thing helping me is nature,0
4417,20928,I cheated to help my twin brother and I.,-1
4418,18328,Guilty over night with sister,-1
4419,18327,I've never felt true love.,-1
4420,18323,parents at church complained about me,-1
4421,18332,The girl I like wants me to Photoshop her picture with the guy she recently started dating since she knows me to do funny photoshops of her pictures. It only disgusts me and I can't get myself to process any ideas looking at the picture.,1
4422,18326,Out of the closet,0
4423,18335,I'm trying Mia and Ana for weight loss purposes,0
4424,18325,Attempted to be friends with Benefits with my best friend,-1
4425,18329,my step dad just hit my mom and I’m freaking out,0
4426,16019,I watched every episode of The Orville in one sitting.,0
4427,16022,I hate that neo-Nazis and white supremacy has hijacked Norse Mythology,0
4428,16023,I'm in love with Sarah,1
4429,20936,I'm in love with my best friend of 21 years...,0
4430,20946,Sometimes I like to scratch my dandruff because I like the scratchy feeling and it kind of looks like a little snow fall.,0
4431,20950,I’ve fallen pretty hard for one of my best friends,0
4432,20940,I could really use a hug right now....,1
4433,20941,It's been 55 days since I've made physical contact with another human being.,0
4434,20938,A little help please from men!,0
4435,20949,I once stiffed a waitress without thinking about it so now I “over”tip every chance I get,-1
4436,20948,I have an interview tomorrow and I'm freaking out,0
4437,18342,"I’ve been writing poetry for years and kind of passively got published in a small publication, but it made my day.",1
4438,18346,My dad just passed away and I feel empty.,1
4439,18352,I won’t tell my family I’m bi because they won’t believe me.,-1
4440,18338,I'm living with my boyfriend just because I don't want to move back to my parents' house,-1
4441,18345,I’m scamming my mother out of thousands of dollars.,-1
4442,18348,Help with jealousy please,-1
4443,18354,My girlfriend's parents are forcing her to get plastic surgery.,0
4444,18344,I was bullied in primary school and never told anyone,-1
4445,18361,I really hate going to church and catholic school and sometimes I think the people who are really religious have been brainwashed.,-1
4446,18355,I'm genuinely a horrible person...,-1
4447,18367,Any time someone is upset with me I become a cranky and depressed little gremlin,-1
4448,18363,I Don’t View NlGGERS as People,-1
4449,18358,I have a serious dilemma,0
4450,18362,"I always have loved Iron Man, but i don`t like Robet Downey Jr.",0
4451,16053,"I'm sitting here on my phone high as kite, and my MIL is talking to me and I'm not paying her no kinds of attention",-1
4452,16051,"I'm supposed to study at the library, it I end up browsing away instead.",0
4453,16048,I actively avoid having to eat with my parents,-1
4454,16047,When my dad goes to sleep I sneak into his wallet and put money in it because my mom took a lot of his money when they were together and he’s going through money problems right now so I’m just trying to give back what my mom took from him $10 at a time.,1
4455,16073,I don’t like physical contact with my mum,-1
4456,16067,I love my Parents,1
4457,16066,Every once in a while I sincerely wish my ex would drop dead.,-1
4458,16069,"As a groomer, the first thing I look at in any dog photos are their nails",0
4459,18385,I am in love with myself and my best friend,0
4460,18372,I Donate Blood Money Anonymously to Vegan Charities for a Tax Deduction,-1
4461,18386,I have slept with two hookers. I'm married.,-1
4462,18389,"My take on life at the moment, and a message to anyone who’s struggled",1
4463,18392,1 year anniversary of my 4th and final breakup with fiancee,0
4464,18368,I took out large loans for the purposes of debt consolidation.,0
4465,18381,My Dad is such a callous man,0
4466,18369,I want to help.,1
4467,16080,My life has been getting progressively worse and I'm ready to give up,-1
4468,16082,I love Sonic big meaty thighs,0
4469,16078,I lied to my parents so they would pay my rent,-1
4470,16076,I peaked in highschool,0
4471,18402,"I’ll add to that guy’s previous confession. My gf is working out to get rid of her weight, but I secretly don’t want it gone.",-1
4472,18405,I don't want to be here any more.,1
4473,18406,"I knew my dad was cheating on my mom, but I said nothing.",-1
4474,18403,"The first time I masturbated it felt like an awakening, but then I was addicted. Just like every other drug I have taken since.",-1
4475,18401,I broke up with the one I love because I don't want to hurt him anymore.,1
4476,18400,am I being a cry baby?,0
4477,18393,Transgender is not an identity nor a mental illness,0
4478,16101,Letting my Dad Down,-1
4479,16108,"Beyond confused, please help me.",0
4480,16109,I didn't want to participate in the balloon releasing ceremony honoring my best friend's death,-1
4481,16106,"I can feel myself becoming dependent on drinking, drugs &amp; smoking but I can’t stop.",0
4482,16103,"In love with 2 women, not my wife",1
4483,16100,I only find my girlfriend arousing.,0
4484,16111,I took 4 mgs of clonazepam and a gram of Coke,0
4485,16099,I resent my parents for being and alive and having me because they're the only reason I have to live. I wish they died so I could go more easily.,1
4486,18422,My problem with my dad,0
4487,18430,"I love the reaction of despair but I'm picky in a very jealous, bitter, sadistic way.",-1
4488,18429,"I'm Catfishing My Husband's Ex, And It's Great",-1
4489,18423,I no longer care about mass shootings,-1
4490,18426,I always cheated when I played battleship with my brother when we were kids.,-1
4491,18428,I’m not made for a society,-1
4492,18427,I think I might be a sociopath.,-1
4493,18424,I like Home Alone 3,0
4494,16121,My dad died not knowing how much I cared about him,-1
4495,16117,When my ex told me he loved Nickelback and hated Pink Floyd I thought about dumping him.,-1
4496,16114,I hate my friend’s son,-1
4497,16119,I love my ex-wife and my life is stuck in neutral because of it.,-1
4498,16122,I’m honestly really scared that I can’t feel love.,-1
4499,16124,I don't think i'll ever be able to forgive my parents for medicating me young.,-1
4500,16116,I rub my feet together to help myself sleep.,0
4501,18449,I hurt myself sometimes and I'm not sure why.,-1
4502,18448,I don't think I'm gonna make it until summer and none knows about it,-1
4503,18443,I wish my parents were living their best lives,1
4504,18431,I am still in love with a 22 year old stranger that i met when i was 14,0
4505,18456,I just had my first kiss and he isn't the one I wanted it with.,0
4506,18435,When I was young I used to worry about my parents dying.,0
4507,18436,I'm failing classes again.,-1
4508,18452,i genuinely see no point in going on to see my next birthday,-1
4509,18458,I've never been the designated driver,-1
4510,18465,Tired of Being a Friend,-1
4511,18462,I always call my regular customers order before its ready because she's old and it takes a while for her to walk and I want the food hot for her.,-1
4512,18468,I moved out of home two years ago to get away from the negativity. I'm moving back now to make it a nice place to live in.,1
4513,18459,I only do charity runs for the T-shirts,-1
4514,18464,I can’t wait to go back to school.,0
4515,18470,I'm too depressed to continue but have no thoughts to do harm,-1
4516,18473,I quit volunteering in order to place groups of 10 puppies in dangerous situations full time.,-1
4517,16128,I get sad yet relieved knowing how opposite my life is now compared to my ex of 5 years even though I have a loving SO,-1
4518,16135,Not a nasty one but I go for rides every morning with my dad in the early morning. Every time I go I try extend the ride because I want to spend all the time I can because he's so old,0
4519,16134,7 years later and I am still in love with my ex,0
4520,16131,Growing up with Disney movies has me afraid I won't get to see my child grow up,0
4521,16136,"I make my wife feel guilty for never walking the dog but, secretly, I LOVE walking the dog.",-1
4522,16132,Tonight lets take a break from 2+ hour love making and...,0
4523,16130,I'm infatuated with this girl that will never be interested in me and it's making any possibility of a romance with anyone else impossible.,0
4524,16127,I really hate my mum,-1
4525,18490,every teenagers worst nightmare,0
4526,18494,I am ashamed of my parents. I am pray for my father's misfortune daily.,-1
4527,18495,I cry way too much and people around me are annoyed,0
4528,18505,Im a 19 year old male who loves romance movies,0
4529,18497,I won't allow my eldest brother to attend my grandfather's funeral.,-1
4530,18500,I’m tired of my family,-1
4531,18493,I did some bad stuff,-1
4532,16163,I made out with my brither at my parents wedding,-1
4533,16160,"I'm married, but in love with a married co-worker of a different race.",-1
4534,16159,"Hate my life, separated from my wife.",-1
4535,16157,Project for a gallery space: write and send me an anonymous love lost letter,0
4536,18510,My best friend cheated on her now husband when they were engaged in college and I have kept her secret my whole life,-1
4537,18508,I believe alot of my problem is my weight.,0
4538,18513,I'm in love with being in love.,0
4539,18507,Getting a job is the worst thing I have ever done,-1
4540,18514,I'm almost certain I have Narcissistic Personality Disorder,-1
4541,18511,I Fear I'm too much like my father,0
4542,18506,I hope my dad dies a horrible death,-1
4543,18516,I showered with my mom and things got awkward,-1
4544,16183,"I can't study without the help of prescription drugs, and I'm not sure I can give them up",-1
4545,16190,"My girlfriend makes me feel so happy, loved, and accepted.",0
4546,16185,I love my boyfriend very much but I can’t stop thinking about being with a woman,-1
4547,16180,I am in love with my teammate's older brother.,0
4548,16181,I don’t want to be a mom anymore,-1
4549,16188,"If you’re vaccinated, why do you even care if other people aren’t? Makes no sense",-1
4550,16189,Sympathy for an Addict,0
4551,16192,I don't know how to stop hating myself for almost loving someone,-1
4552,18532,I haven't pooped in almost a week and i dont ever feel the need to either,0
4553,18545,In love with my bestfriend,0
4554,18548,Mom Falls in Bathtub Because Of me.,-1
4555,18540,My mom baby’s my youngest sibling even though her and I both went through the same thing kind of.,0
4556,18544,I have a weird kink,-1
4557,18536,I Don’t Love My Mom,-1
4558,18537,I think I'm finally going to end everything. I committed the cycle of abuse when I was 13.,-1
4559,18547,"So don’t know if this belong here, but I genuinely just lost the game",0
4560,16204,I think depression does make you gross,-1
4561,16198,"I can't understand anything happening in one of my classes, no matter how hard I try.",-1
4562,16194,I cannot control my finances. I have zero self control and I don’t know how to gain it.,-1
4563,16195,Im such an idiot with money,-1
4564,16193,Sometimes i feel like i dont know how to help.,-1
4565,16196,"I've been doing nothing but getting high, watching movies and pigging out since I got fired on Monday",-1
4566,16197,"I am still in love with my ex, with the guy of my dreams and crushing on my bestfriend.",-1
4567,16203,I hate myself and almost everyone around me thinks I’m fine.,-1
4568,18584,"Found out dad’s secrets after he died, and I’m mentally struggling to deal with it.",0
4569,18577,I hate my boyfriend so much that I am going to destroy his will to live and leave him broken hearted laying on the floor and sobbing with in much pain,-1
4570,18587,"I got my dream job. One month in, I HATE IT.",-1
4571,18585,I accidentally shot my son,-1
4572,16224,"Despite my parents’ pleas, I don’t think I’ll ever be close with my sister.",-1
4573,16232,I stopped talking to a friend after she asked me why I betrayed her trust,-1
4574,16230,I fell for my fwb....,0
4575,16231,I have daddy issues.,-1
4576,16222,Love with my cousin,-1
4577,16229,I always feel like I'm always being watched,0
4578,16233,I may have fallen in love over Skype and I feel guilty about it.,-1
4579,16219,I slept with my ex boyfriends father..,-1
4580,18611,I always talk about how I’m not dying in some war after getting drafted but I am genuinely scared of getting drafted,0
4581,18610,I often wonder what it would be like to be another species,0
4582,18624,I haven't paid for groceries in over a year,-1
4583,16237,How to ask for help???,0
4584,16239,I occasionally call my mother to ask how to cook things instead of googling because I want her to feel needed.,1
4585,16245,I Think I Like My Boss and am a Terrible Person,-1
4586,16244,Not sure if I love my girlfriend anymore or if this is just what relationships are like after a while.,0
4587,18655,I hate that my parents didn't get me vaccinated.,-1
4588,18651,I actually loved it and got really excited,0
4589,18638,I have no idea what I am feeling,0
4590,18705,I can't figure out what love is,-1
4591,18697,I wanted a car to hit me.,-1
4592,18699,I broke up with my boyfriend of three years because I hate myself.,-1
4593,18703,I love white girls!,0
4594,18701,I feel like I'm always on the constant verge of deciding whether to throw my life away or try to improve it,-1
4595,18704,I don’t feel bad for people who join MLMs,-1
4596,16257,I wish I never met my girlfriend’s parents and at times I wish they were dead.,-1
4597,16251,If my friend doesn’t break with her boyfriend I’m not helping her anymore,-1
4598,16246,I still love my husband very much after all these years....,1
4599,16255,My dog has cancer,0
4600,16250,Less than 1 month ago I posted about me struggling to come to terms with the impending birth of my daughter,-1
4601,16248,Taboo issue - Should I do something?,0
4602,16249,I am...... legit obsessed with...... Tuber Simulator,0
4603,16259,Just had a huge arguement with my mom,-1
4604,18725,I have made a big mistake!,-1
4605,18719,I was on the path to being an alcoholic until tonight,-1
4606,18728,I am sick of hearing about cultural appropriation.,-1
4607,18742,I took my friends daughters underwear,0
4608,18746,I know why Atheists love metal so much,0
4609,18738,I'm tired of it.,0
4610,18737,I am still of the mindset that my mother is always right,1
4611,18732,I low key wanna like make sculptures and whatnot out of other people's feces.,0
4612,18736,I really love you but know I can't have you,0
4613,18744,"I would be better off divorced, but...",0
4614,16277,I saw my Mom on multiple fetish web sitea,-1
4615,16274,I don’t really like my mum,-1
4616,16276,Humans gross me out so badly it keeps me from forming a relationship.,-1
4617,16273,I've been thinking about cheating a lot lately,-1
4618,16272,I finally got the courage to block my toxic ‘friends’.,0
4619,16275,I love being owned,0
4620,16269,I love smelling stinky nerds,0
4621,18755,My eating disorder is the only thing keeping me alive right now,0
4622,18751,The only people who don’t make me feel worthless are my parents.,0
4623,18757,Lost a friend and I feel responsible,-1
4624,18753,My agoraphobia is destroying me,-1
4625,18756,I Busted a Nut in Another Man's Wife Without Him Knowing It...and I'm proud of it,-1
4626,18758,I was using my mom's laptop and found her fetlife account,-1
4627,16296,I feel like such a broken person there's no hope,-1
4628,16295,I'm In Love With You,0
4629,16297,I wish I had a Mom.,0
4630,16298,I'm in a relationship.....,0
4631,18766,I'm a substance abuser,-1
4632,18762,A boy from my church is the ideal sweet guy and I think I love him for it.,1
4633,18759,Being an introvert might lead me into a lonely ditch of a life,-1
4634,18765,I want to cheat on my girlfriend sometimes but she is so great and i love her,-1
4635,16299,I love the envy of my friend,-1
4636,16306,I can't get over a former FWB,0
4637,16304,Sometimes my Cerebral Palsy makes me feel suicidal,-1
4638,16301,My parents both think I'm nuts for starting a YouTube channel.,0
4639,16309,"I live in a mansion, but stay at a hotel because I am lonely",0
4640,16308,It really angers me when I see fat people eating unhealthy food.,-1
4641,16307,Racism makes me suicidal.,-1
4642,18770,My entire life has been a lie.,-1
4643,18771,my parents found out that i smoke,-1
4644,18767,I've accepted my future,0
4645,18768,How do I help someone with severe depression who doesn’t want help?,1
4646,18774,I Love my friend.,1
4647,18772,I think my dad is kinda depressed now,0
4648,18769,Im in love with someone who isn’t my boyfriend,-1
4649,18773,one time I had an epic makeout session with my best friend.,-1
4650,18778,When people talk to me I pretend to listen but DGAF,-1
4651,18776,I am a horrible human being,-1
4652,18781,"About to graduate medical school and my goals and aspirations have come together, but feeling really lost and confused about my life for the first time after losing real love.",0
4653,18780,13 reasons why made me cry,0
4654,18775,I love my parents so much it's making me depressed.,0
4655,18779,I choke myself 20+ times on the daily and I don't know how to stop.,-1
4656,16322,I don't like having to stop at red lights where homeless people are begging.,-1
4657,16321,I find it incredibly difficult to show my mother love,-1
4658,16325,I don’t want to be married to my wife anymore.,-1
4659,16324,I don’t like my mom.,-1
4660,18788,I feel ignored in life,-1
4661,18787,"Fortnite is love, Fortnite is life",-1
4662,18786,I won't forget the day he told me I can't achieve my dreams. Not because he didn't have faith in me...,-1
4663,18789,My freind asked for help. I didn't listen.,-1
4664,18785,"I used to really enjoy sympathy which was ruining my life, but I craved it so much.",-1
4665,16337,I am addicted to controlling this one woman even though I know I am bad to her,-1
4666,16336,My best friend cheated on her boyfriend with me,-1
4667,16340,My doc changed my pills...,0
4668,16331,I like to give life advice to young adults,1
4669,16334,I had s*x multiple times with my father's girlfriend,-1
4670,16339,Psychopathic tendencies in myself,-1
4671,16332,I been eating Halloween candy for most of this week so that my kids can actually have food to eat and not starve.,1
4672,16338,"I get really sad when I have to spend days completely by myself, but I always feel so needy if I bug my friends for attention",0
4673,16341,OCD is taking over my life.,0
4674,16353,Sometimes I cry and master bate with my tears,0
4675,16347,"I am truly, madly in love with my coworker who is 25. 9 years older than me.",0
4676,16351,I'm kind of glad he broke his hand.,-1
4677,16342,I have an obsession with my teacher,0
4678,16350,I can’t study and I might fail English.,0
4679,16344,IN LOVE WITH M I L,0
4680,16343,I can't help but feel bad..,0
4681,18807,I want to make my boss's daughter fall in love with me out of spite.,-1
4682,18803,I cut off communication with my ex best friend and I still cry about it sometimes,1
4683,18801,Molested and loved it,-1
4684,18804,I have no feelings for anyone,-1
4685,18802,My first kiss {weird story},0
4686,18800,I always yell at my parents and siblings when they make me late to things,-1
4687,18805,I help pay for college by breeding dinosaurs on a video game.,0
4688,18806,When I love I give every last bit of myself.,1
4689,16359,I’m scared I’ll never find love,0
4690,16360,"I love looking at memes, but when people other than really close friends send me a meme, I automatically know they don't really know how to hold a conversation or be social in general",-1
4691,16355,I came out to my parents and it didn’t go well.,1
4692,16354,I have hallucinations at work and I can't tell anybody,-1
4693,16362,My mom isn’t actually dead.,0
4694,16361,"I have been accepting financial gifts from my mother since I became an adult, and never had a real job.",-1
